condition,attempt_index,candidate_count,executed_action,executed_action_changed_from_first_proposal,first_action,generated_revision_action_different,official_or_parser_failure,repeats_previous_failed_action,revision_action,revision_generated_but_unparsed,official_score_transition
ExplicitRepeatRisk,11,1,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""8549""}",False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""8549""}",False,False,False,,False,"{""attempt_index"": 11, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 10, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatRisk,12,1,"{""action"": ""READ"", ""arg1"": 8549}",False,"{""action"": ""READ"", ""arg1"": 8549}",False,False,False,,False,"{""attempt_index"": 12, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 11, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatRisk,13,1,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,False,False,,False,"{""attempt_index"": 13, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 12, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatRisk,14,1,"{""action"": ""PICKUP"", ""arg1"": ""23195""}",False,"{""action"": ""PICKUP"", ""arg1"": ""23195""}",False,True,False,,False,"{""attempt_index"": 14, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 13, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatRisk,15,1,"{""action"": ""PICKUP"", ""arg1"": 23195}",False,"{""action"": ""PICKUP"", ""arg1"": 23195}",False,True,False,,False,"{""attempt_index"": 15, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 14, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatRisk,16,1,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""23195""}",False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""23195""}",False,False,False,,False,"{""attempt_index"": 16, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 15, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatRisk,17,1,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,False,False,,False,"{""attempt_index"": 17, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 16, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatRisk,18,1,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Instrument Table""}",False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Instrument Table""}",False,False,False,,False,"{""attempt_index"": 18, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 17, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatRisk,19,1,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 23195}",False,"{""action"": ""USE"", ""arg1"": 33276, ""arg2"": 23195}",False,True,False,,False,"{""attempt_index"": 19, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 18, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatRisk,20,2,"{""action"": ""PICKUP"", ""arg1"": 33276}",False,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,True,False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Instrument Table""}",False,"{""attempt_index"": 20, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 19, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatRisk,21,2,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""42983""}",False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""42983""}",False,False,False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""42983""}",False,"{""attempt_index"": 21, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 20, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatRisk,22,2,"{""action"": ""PICKUP"", ""arg1"": 33276}",False,"{""action"": ""PICKUP"", ""arg1"": 33276}",True,False,False,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""north""}",False,"{""attempt_index"": 22, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.125, ""previous_observed_attempt"": 21, ""score_after"": 0.125, ""score_before"": 0.0}"
ExplicitRepeatRisk,23,1,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Instrument Table""}",False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Instrument Table""}",False,False,False,,False,"{""attempt_index"": 23, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 22, ""score_after"": 0.125, ""score_before"": 0.125}"
ExplicitRepeatRisk,24,1,"{""action"": ""PICKUP"", ""arg1"": ""33276""}",False,"{""action"": ""PICKUP"", ""arg1"": ""33276""}",False,False,False,,False,"{""attempt_index"": 24, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 23, ""score_after"": 0.125, ""score_before"": 0.125}"
ExplicitRepeatRisk,25,1,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""42983""}",False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""42983""}",False,False,False,,False,"{""attempt_index"": 25, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 24, ""score_after"": 0.125, ""score_before"": 0.125}"
ExplicitRepeatRisk,26,1,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Instrument Table""}",False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Instrument Table""}",False,False,False,,False,"{""attempt_index"": 26, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 25, ""score_after"": 0.125, ""score_before"": 0.125}"
ExplicitRepeatRisk,27,1,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""42983""}",False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""42983""}",False,False,False,,False,"{""attempt_index"": 27, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 26, ""score_after"": 0.125, ""score_before"": 0.125}"
ExplicitRepeatRisk,28,1,"{""action"": ""USE"", ""arg1"": ""33276"", ""arg2"": ""42983""}",False,"{""action"": ""USE"", ""arg1"": ""33276"", ""arg2"": ""42983""}",False,False,False,,False,"{""attempt_index"": 28, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 27, ""score_after"": 0.125, ""score_before"": 0.125}"
ExplicitRepeatRisk,29,1,"{""action"": ""USE"", ""arg1"": ""33276"", ""arg2"": ""42983""}",False,"{""action"": ""USE"", ""arg1"": ""33276"", ""arg2"": ""42983""}",False,False,False,,False,"{""attempt_index"": 29, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 28, ""score_after"": 0.125, ""score_before"": 0.125}"
ExplicitRepeatRisk,30,1,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,False,False,,False,"{""attempt_index"": 30, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 29, ""score_after"": 0.125, ""score_before"": 0.125}"
ExplicitRepeatCommon2,1,2,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""46475""}",False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""46475""}",False,False,False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""46475""}",False,"{""attempt_index"": 1, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 0, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,2,2,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",True,False,False,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""north""}",False,"{""attempt_index"": 2, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 1, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,3,2,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""8549""}",False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""8549""}",False,False,False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""8549""}",False,"{""attempt_index"": 3, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 2, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,4,2,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,False,False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""attempt_index"": 4, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 3, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,5,2,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,False,False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""attempt_index"": 5, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 4, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,6,2,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""46475""}",False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""46475""}",True,False,False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""8549""}",False,"{""attempt_index"": 6, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 5, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,7,2,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,False,False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""attempt_index"": 7, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 6, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,8,2,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""46475""}",False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""46475""}",True,False,False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""attempt_index"": 8, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 7, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,9,2,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,False,False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""attempt_index"": 9, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 8, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,10,2,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,False,False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""attempt_index"": 10, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 9, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,11,2,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""8549""}",False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""8549""}",False,False,False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""8549""}",False,"{""attempt_index"": 11, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 10, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,12,2,"{""action"": ""READ"", ""arg1"": 8549}",False,"{""action"": ""READ"", ""arg1"": 8549}",True,False,False,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""north""}",False,"{""attempt_index"": 12, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 11, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,13,2,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,False,False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,"{""attempt_index"": 13, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 12, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,14,2,"{""action"": ""USE"", ""arg1"": ""46475"", ""arg2"": ""23195""}",False,"{""action"": ""USE"", ""arg1"": ""46475"", ""arg2"": ""23195""}",True,True,False,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""north""}",False,"{""attempt_index"": 14, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 13, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,15,2,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,False,False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,"{""attempt_index"": 15, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 14, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,16,2,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 2""}",False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 2""}",False,False,False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 2""}",False,"{""attempt_index"": 16, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 15, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,17,2,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 3""}",True,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",True,False,False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 3""}",False,"{""attempt_index"": 17, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 16, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,18,2,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 10""}",False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 10""}",True,False,False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 4""}",False,"{""attempt_index"": 18, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 17, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,19,2,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""east""}",True,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",True,False,False,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""east""}",False,"{""attempt_index"": 19, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 18, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,20,2,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 11""}",False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 11""}",True,False,False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 4""}",False,"{""attempt_index"": 20, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 19, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,21,2,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 12""}",False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 12""}",False,False,False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 12""}",False,"{""attempt_index"": 21, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 20, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,22,2,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,False,False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""attempt_index"": 22, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 21, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,23,2,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,False,False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""attempt_index"": 23, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 22, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,24,2,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",True,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Instrument Table""}",True,False,False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,"{""attempt_index"": 24, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 23, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,25,2,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 5""}",True,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 2""}",True,False,False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 5""}",False,"{""attempt_index"": 25, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 24, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,26,2,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 2""}",False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 2""}",True,False,False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 6""}",False,"{""attempt_index"": 26, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 25, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,27,2,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""20030""}",False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""20030""}",False,False,False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""20030""}",False,"{""attempt_index"": 27, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 26, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,28,2,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,False,False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""attempt_index"": 28, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 27, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,29,2,"{""action"": ""USE"", ""arg1"": ""63296"", ""arg2"": ""20030""}",False,"{""action"": ""USE"", ""arg1"": ""63296"", ""arg2"": ""20030""}",True,True,False,"{""action"": ""TELEPORT_TO_LOCATION"", ""arg1"": ""Possible Animal Area 1""}",False,"{""attempt_index"": 29, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 28, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatCommon2,30,2,"{""action"": ""USE"", ""arg1"": 63296, ""arg2"": 20030}",False,"{""action"": ""USE"", ""arg1"": 63296, ""arg2"": 20030}",True,True,False,"{""action"": ""PICKUP"", ""arg1"": 63296}",False,"{""attempt_index"": 30, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 29, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatInternal2,1,2,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""46475""}",False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""46475""}",False,False,False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""46475""}",False,"{""attempt_index"": 1, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 0, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatInternal2,2,2,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",True,False,False,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""north""}",False,"{""attempt_index"": 2, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 1, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatInternal2,3,2,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""8549""}",False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""8549""}",False,False,False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""8549""}",False,"{""attempt_index"": 3, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 2, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatInternal2,4,2,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,False,False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""attempt_index"": 4, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 3, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatInternal2,5,2,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,False,False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""attempt_index"": 5, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 4, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatInternal2,6,2,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""46475""}",False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""46475""}",True,False,False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""8549""}",False,"{""attempt_index"": 6, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 5, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatInternal2,7,2,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,False,False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""attempt_index"": 7, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 6, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatInternal2,8,2,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""46475""}",False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""46475""}",True,False,False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""attempt_index"": 8, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 7, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatInternal2,9,2,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,False,False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""attempt_index"": 9, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 8, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatInternal2,10,2,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,False,False,"{""action"": ""DISCOVERY_FEED_GET_UPDATES""}",False,"{""attempt_index"": 10, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 9, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatInternal2,11,2,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""8549""}",False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""8549""}",False,False,False,"{""action"": ""TELEPORT_TO_OBJECT"", ""arg1"": ""8549""}",False,"{""attempt_index"": 11, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 10, ""score_after"": 0.0, ""score_before"": 0.0}"
ExplicitRepeatInternal2,12,2,"{""action"": ""READ"", ""arg1"": 8549}",False,"{""action"": ""READ"", ""arg1"": 8549}",True,False,False,"{""action"": ""MOVE_DIRECTION"", ""arg1"": ""north""}",False,"{""attempt_index"": 12, ""completed"": false, ""completed_successfully"": false, ""delta_since_previous_observation"": 0.0, ""previous_observed_attempt"": 11, ""score_after"": 0.0, ""score_before"": 0.0}"
