budget,seed,task_id,arm,SUN,AUDC,first_positive_query,SUN_at_query5,SUN_change_queries5_to10,result_path,result_sha256,receipt_path,receipt_sha256,candidate_oracle_attempts,initialization_oracle_attempts,surrogate_oracle_attempts,score_sentinels,llm_calls,tool_attempts,graph_seconds,wall_seconds
10,2,Co-Dy-W,uq_only_support_aware,2,0.16,3,1,1,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-5eccea7f5a24da2f5b31b4ab/result.json,adb929114f1932ff8e3d9fbe1e13ad81dbb524061244f3760479559d95c30c57,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-5eccea7f5a24da2f5b31b4ab/receipt.json,f4a00683a68be83f526e7486ae25d410717de849ff422351340fc76ad61bca71,10,11,124,33,22,20,1006.1425081044436,1544.5600100336596
10,2,Co-Dy-W,es_only_independent,0,0.0,,0,0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-309c3c6fb2c047a93c1f8575/result.json,f16fb1f1bfd68b7fc1eccd1cad16b2b6f93f3b14e4fbb7b1e6df59e1bb426c43,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-309c3c6fb2c047a93c1f8575/receipt.json,3b1a64bcadc0e1c3ffa842fbf7f54b924eaac21af21586d9f2ed72f70d0f2ab9,10,11,29,9,22,19,0,407.79038153309375
10,2,Co-Dy-W,full_support_aware,0,0.0,,0,0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-fdb8c5628b1505159c52f7cc/result.json,982e23317a2479b02589dd29cf145635b384511e7920c367b83a7e29b1883064,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-fdb8c5628b1505159c52f7cc/receipt.json,85783620f4f09b484df14d8c1cfa9c87dd8f0a1a4e7b6651675f8dc9fc9139fb,10,11,31,9,18,17,790.026648263447,1121.9164597764611
10,2,Co-Mg-Na,baseline_reference,0,0.0,,0,0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-a8630b6c09e7eed6994a9658/result.json,d73f6d0f6e0d2447bad12190bc1ba9a26bf7afcfae9d935feadb435e99eac58b,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-a8630b6c09e7eed6994a9658/receipt.json,f5bade9f702ac246f0f38c834263ca4d87e498fe1ba64b9328eded38ee5d9bc4,10,13,223,,25,23,0,729.4627438513562
10,2,Co-Mg-Na,uq_only_support_aware,0,0.0,,0,0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-fbf58f289d7058d1b56ff33f/result.json,65878688db5d40f5c9c39c2ad35e3fc10e7f405aa1271d1d4b93ab1647629ecc,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-fbf58f289d7058d1b56ff33f/receipt.json,2d33c88a5278b308fa13ef597c7212cde6f274a7c8d5a2c5e4803891c27405e0,10,13,32,,19,16,874.838410501834,1276.4240126479417
10,2,Co-Mg-Na,es_only_independent,0,0.0,,0,0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-7cc2c2335ff1e079999ecabb/result.json,8d9e67b75d127c0335be5aad62c1e689779876391e0282ea28af7fae86fdf863,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-7cc2c2335ff1e079999ecabb/receipt.json,6c576f7767233558db569e3c556da15037834da8ccd05cdb29f38eb1abf556ad,10,13,40,,18,18,0,324.5831524161622
10,2,Co-Mg-Na,full_support_aware,2,0.08,7,0,2,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-03a88c2191e750bc3ef7d49f/result.json,66330518b1dc4b86e8867a23b2f40c9eafcd8a3482353e7198b086423f0c5e4e,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-03a88c2191e750bc3ef7d49f/receipt.json,fd994f1f6911981315e8760cfb8c395563ad418d50cd97372714a3c3baab005d,10,13,,,15,14,725.3294841032475,1011.3061305563897
10,2,Co-Pd-Tl,baseline_reference,0,0.0,,0,0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-768072dbaebb53494719e468/result.json,26ad322a72558aaf1748cd20168aaa51833f881da90a673e218908085fee3f1c,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-768072dbaebb53494719e468/receipt.json,da71ab14ae05475c0344ae37437d3c17d01f2b9354d78703ca7e0c584c8cecf9,10,12,283,,35,30,0,855.9519649958238
10,2,Co-Pd-Tl,uq_only_support_aware,0,0.0,,0,0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-5afa3ed6bdf12d1fd1bdd1d2/result.json,4a0fd7a3661e4a1147efc16b5c6ee35a956c500705ac1bdf4931c06e5616d4ac,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-5afa3ed6bdf12d1fd1bdd1d2/receipt.json,c88abad44dda8d79902332fe25998c5b142e5e97c390c4b66f38c84a0d74dae4,10,12,261,,35,30,1376.6665421747603,2261.0935306479223
10,2,Co-Pd-Tl,es_only_independent,0,0.0,,0,0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-e4bf3b453ceb5bc2b6058668/result.json,3cd8eb7bb40c0dcf17350ccc5ec40e68ee468f38c2c715bb47d85605de70c187,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-e4bf3b453ceb5bc2b6058668/receipt.json,cdfdf17be32c530e018bef2819fc2a4d158014d36f9e643d12c30884eb96956b,10,12,64,,21,18,0,406.92933868430555
10,2,Co-Pd-Tl,full_support_aware,0,0.0,,0,0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-3c7a01fbc23fb606dce7a9d6/result.json,46e33121b3d33f2a138dc322e3a67cb9b821a08d60b12312f7f8ee587424b4a0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-3c7a01fbc23fb606dce7a9d6/receipt.json,f608522bff941e0c39eda421b56a3965afc7206c95d961e92157503c8aea459e,10,12,,,19,18,704.5040996354073,1076.608164682053
10,2,Ga-Ho-Lu,baseline_reference,4,0.32,2,1,3,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-43aa37d047cc1f695b405364/result.json,59b1268a6d1b3ae667a55693882956ad39b5a7c226029884bd3f40439ca32eab,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-43aa37d047cc1f695b405364/receipt.json,f09486d8c12999082af7b8edbdedff47dd5ddde043c043ba935fa483a6793407,10,20,153,381,25,25,0,487.60020287148654
10,2,Ga-Ho-Lu,uq_only_support_aware,6,0.72,1,3,3,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-734638a13232cf33fc56501c/result.json,1bd00f79a7f82cb20805c5095b621b81f947d1b81a33162b234bb76a0542e284,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-734638a13232cf33fc56501c/receipt.json,6ecaf72b5721070ec6e6373048504669b5caa2905d4dd1705c15191cc1a55991,10,20,,,19,17,1209.4100361908786,1509.4721663608216
10,2,Ga-Ho-Lu,es_only_independent,3,0.51,1,3,0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-db8afb47c42b962ce65c01b6/result.json,e7218dfef5e438962bb3398ee1a40b65a649a0b2159e3c21b145488e52c7d631,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-db8afb47c42b962ce65c01b6/receipt.json,0f516a029f289aae81c37747bc67a92968de5aff95014316829dc51e358d7ce5,10,20,61,60,24,24,0,404.4869169741869
10,2,Ga-Ho-Lu,full_support_aware,3,0.45,1,3,0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-fc0043a22db53c8ad31ef9fd/result.json,4568c913cc7b90884b591088cd106d3d73bfc3820515f905d37a25959c09a4de,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-fc0043a22db53c8ad31ef9fd/receipt.json,e7b4070634cdd4395e2de58b93fd2d2834c8383d98679c7062c2df299f45ad16,10,20,20,17,19,19,770.0412830831483,1149.6062922608107
10,2,Ga-Pt-Tm,baseline_reference,5,0.57,1,3,2,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-ad88bcc33aed1830b5c23909/result.json,8d6d5e9d43fface5b0feaad177bd05310c87ca2aab86dab6c4c256057051c8e6,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-ad88bcc33aed1830b5c23909/receipt.json,7539ac8bba366e0a34b30d4e368c9089b5b76920bc1b0409d858fd968218a487,10,29,66,30,23,20,0,458.44659398682415
10,2,Ga-Pt-Tm,uq_only_support_aware,3,0.43,1,3,0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-65994611b3b615e30901469d/result.json,b44453a7c76bf3fc136dde63a74018d804869c6b18960ade2368aca324e60caa,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-65994611b3b615e30901469d/receipt.json,39f490b16e89170ca126dc871a196ccd47f1ff8f76de3fcfa59f1383fbe1dd96,10,29,60,18,20,17,1175.043759232387,1599.1882436508313
10,2,Ga-Pt-Tm,es_only_independent,2,0.32,2,2,0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-ed99d1ea49499e63db797f3a/result.json,9b7a93b094ce0121bd080c21959aaa5ea5fc97563da6713e12b9fa70a909d3f9,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-ed99d1ea49499e63db797f3a/receipt.json,d060b2f5248d3d014ccd10431ca916c676e2337813633f37698847ca5badc6ef,10,29,29,11,20,20,0,289.0449424274266
10,2,Ga-Pt-Tm,full_support_aware,5,0.51,1,2,3,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-b97c118de29096b29157a22f/result.json,618a91dcc80df1065bcba4639068f761144fe885feeccdc0e12fd3c3775ec731,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-b97c118de29096b29157a22f/receipt.json,501ae6a7e5808bf7e21aab1855b2efa3acafa6cbea764fec06adaff95b083d78,10,29,,,19,17,868.5224194787443,1220.5393398655578
10,2,Hf-Ni-Zr,baseline_reference,6,0.78,1,4,2,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-3d03035528cf4d1c96e2f688/result.json,fd47df7cd7d3ede2f7c3a8245e9308f09a5db76594dd1c1e0a6a8da6be4faf4e,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-3d03035528cf4d1c96e2f688/receipt.json,337aaf0edb04dfe4fb9c83a64174aa480ae1261993978a6db6742976b6d483aa,10,22,26,21,18,16,0,328.0664028516039
10,2,Hf-Ni-Zr,uq_only_support_aware,5,0.57,1,3,2,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-8f64ca7a761847f2f585eaf7/result.json,21ae2e6c3a7e467c0a585d3e955f2e524ce414b1cd9dde90ecf9d0d1e28a9b0f,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-8f64ca7a761847f2f585eaf7/receipt.json,5a2bf6939b2591550148f9506baa0bef127b328b01c264705ed6c1f02541208b,10,22,27,20,20,18,989.4446212477051,1369.3065847223625
10,2,Hf-Ni-Zr,es_only_independent,3,0.37,3,2,1,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-de5a461c2d13160643320341/result.json,47f02e6a370a93dfbe4d846185d7e2cd17de7abd69d3a1b6b1a53b5a0623197c,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-de5a461c2d13160643320341/receipt.json,b47c92b1d06abf76118d78b484501fa34daa57ac3342f2db84e7c9ca7a791188,10,22,29,27,21,19,0,377.6989601654932
10,2,Hf-Ni-Zr,full_support_aware,6,0.66,2,4,2,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-02f2c471bf623c421c1d4e0e/result.json,403146f7045622187e3706b88eb6bdbfbf6a0f0ef3e829cae82ca5ab2d02547c,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-02f2c471bf623c421c1d4e0e/receipt.json,8511ec235d0855773d342ab5a1fbb93961a1c4e119a52aaac2571ba6d9326730,10,22,30,29,25,24,912.6425515823066,1453.7984302798286
10,2,Mg-Sn-Sr,baseline_reference,6,0.54,1,2,4,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-f5130b9d1e96a3a3e587815c/result.json,ee075dee935d875c8c33e8adeb3d910cb1791b90615ae57951bc00402c23303e,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-f5130b9d1e96a3a3e587815c/receipt.json,2163c116c3b68bf24966fecd5b3e6051f2bf0c5627b75ecfd54a58a261a947a5,10,96,125,240,26,25,0,481.2077244045213
10,2,Mg-Sn-Sr,uq_only_support_aware,10,1.0,1,5,5,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-690f157b17e644365b568a77/result.json,679cd2c22a39be41144048cda2e83a33222aa13d493c09bd694aa7b751de8c22,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-690f157b17e644365b568a77/receipt.json,e2f7943bec577e952cc795120776701fcbbe5fac17ff5a7cb7793168d8566169,10,96,89,96,30,28,1706.298567306716,2273.5606134640984
10,2,Mg-Sn-Sr,es_only_independent,4,0.64,1,4,0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-b725b79eb1ed64155844d819/result.json,e6d2958d900f0b9004a9f0070a646da3f03b5f3d137fc92501b688e0860d23b1,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_component_ablations_v1/experiments/component_final/jobs/component-final-b725b79eb1ed64155844d819/receipt.json,32e26f6028d3a534f5f6fbc818902478275e4b67c47ff6e8421c1825fbb926fd,10,96,10,9,21,19,0,363.2935965452343
10,2,Mg-Sn-Sr,full_support_aware,4,0.64,1,4,0,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-908dd599770160e96ff4569c/result.json,5f1d8fc3af72ad97d7565e26b515044520e564caed2a1e20adac679a337044f2,/mnt/ai-material-data/made_crystalgym_crv_esopt_20260915_164607/evaluation_workspaces/made_support_aware_method_v1/experiments/support_final/jobs/support-final-908dd599770160e96ff4569c/receipt.json,ec01d7fe7e675f9c0794d48a681e96b820ef40dd799e77c200d891ab00002542,10,96,,,20,19,1217.5852588005364,1552.887441586703
